date,Price,BalancingMarketPrice,ForecastedDemandSupply,Day,Month,Year,Hour,Weekday,Holiday,Mod168
2024-01-01 20:00:00,67.94,86.38885954429772,0.5077715679723016,1.0,1.0,2024.0,20.0,0.0,1.0,20.0
2024-01-01 21:00:00,54.86,81.18600619195045,0.4990841355241444,1.0,1.0,2024.0,21.0,0.0,1.0,21.0
2024-01-01 22:00:00,44.16,58.12224803458514,0.4861820835474203,1.0,1.0,2024.0,22.0,0.0,1.0,22.0
2024-01-01 23:00:00,31.04,57.65420778424762,0.4653514293111312,1.0,1.0,2024.0,23.0,0.0,1.0,23.0
2024-01-02 00:00:00,44.16,84.89010038538758,0.40892676090324986,2.0,1.0,2024.0,0.0,1.0,0.0,24.0
2024-01-02 01:00:00,44.16,76.43135716428587,0.39017424427693104,2.0,1.0,2024.0,1.0,1.0,0.0,25.0
2024-01-02 02:00:00,43.68,54.35294732503247,0.3692036387366807,2.0,1.0,2024.0,2.0,1.0,0.0,26.0
2024-01-02 03:00:00,44.16,72.18538623671132,0.3538504313346548,2.0,1.0,2024.0,3.0,1.0,0.0,27.0
2024-01-02 04:00:00,43.68,73.00303059526219,0.34462784848908173,2.0,1.0,2024.0,4.0,1.0,0.0,28.0
2024-01-02 05:00:00,43.68,78.09827191986437,0.3449812148041989,2.0,1.0,2024.0,5.0,1.0,0.0,29.0
2024-01-02 06:00:00,43.68,84.8689209136653,0.34837859034542334,2.0,1.0,2024.0,6.0,1.0,0.0,30.0
2024-01-02 07:00:00,61.14,91.03117239540221,0.34844550149905706,2.0,1.0,2024.0,7.0,1.0,0.0,31.0
2024-01-02 08:00:00,89.99,86.97776394865986,0.3507605329319036,2.0,1.0,2024.0,8.0,1.0,0.0,32.0
2024-01-02 09:00:00,91.72,84.76932251851852,0.37605583385906655,2.0,1.0,2024.0,9.0,1.0,0.0,33.0
2024-01-02 10:00:00,81.46,49.154893494578815,0.40316179990797535,2.0,1.0,2024.0,10.0,1.0,0.0,34.0
2024-01-02 11:00:00,81.53,47.55956299635831,0.42933027473914637,2.0,1.0,2024.0,11.0,1.0,0.0,35.0
2024-01-02 12:00:00,67.06,44.162441134751774,0.438214178843136,2.0,1.0,2024.0,12.0,1.0,0.0,36.0
2024-01-02 13:00:00,69.64,44.161487226766965,0.4443463219253671,2.0,1.0,2024.0,13.0,1.0,0.0,37.0
2024-01-02 14:00:00,76.36,44.157683629893235,0.44667404142941347,2.0,1.0,2024.0,14.0,1.0,0.0,38.0
2024-01-02 15:00:00,78.13,44.159755391304344,0.44354282543908724,2.0,1.0,2024.0,15.0,1.0,0.0,39.0
2024-01-02 16:00:00,85.77,50.10292764356435,0.45148336713375165,2.0,1.0,2024.0,16.0,1.0,0.0,40.0
2024-01-02 17:00:00,91.72,91.38029629629631,0.47059951333916555,2.0,1.0,2024.0,17.0,1.0,0.0,41.0
2024-01-02 18:00:00,91.72,91.48254711111113,0.48932694947933786,2.0,1.0,2024.0,18.0,1.0,0.0,42.0
2024-01-02 19:00:00,84.92,91.37355450578197,0.481991156201429,2.0,1.0,2024.0,19.0,1.0,0.0,43.0
2024-01-02 20:00:00,84.31,62.909798549556804,0.47361095942421627,2.0,1.0,2024.0,20.0,1.0,0.0,44.0
2024-01-02 21:00:00,84.31,40.76245270931793,0.4644480621843633,2.0,1.0,2024.0,21.0,1.0,0.0,45.0
2024-01-02 22:00:00,78.06,21.400167971418746,0.4575073480624187,2.0,1.0,2024.0,22.0,1.0,0.0,46.0
2024-01-02 23:00:00,74.66,19.021656050955414,0.44333957829872117,2.0,1.0,2024.0,23.0,1.0,0.0,47.0
2024-01-03 00:00:00,78.98,19.02313978494624,0.4916480004390148,3.0,1.0,2024.0,0.0,2.0,0.0,48.0
2024-01-03 01:00:00,76.36,44.157683629893235,0.4597408896970792,3.0,1.0,2024.0,1.0,2.0,0.0,49.0
2024-01-03 02:00:00,74.33,42.414980895795246,0.44039177715628686,3.0,1.0,2024.0,2.0,2.0,0.0,50.0
2024-01-03 03:00:00,74.33,42.464579524680076,0.4301795298063719,3.0,1.0,2024.0,3.0,2.0,0.0,51.0
2024-01-03 04:00:00,71.27,39.06601525262154,0.42701960580581794,3.0,1.0,2024.0,4.0,2.0,0.0,52.0
2024-01-03 05:00:00,49.26,40.76745886150153,0.43321647047434714,3.0,1.0,2024.0,5.0,2.0,0.0,53.0
2024-01-03 06:00:00,45.86,42.41368039763257,0.44610278657987196,3.0,1.0,2024.0,6.0,2.0,0.0,54.0
2024-01-03 07:00:00,71.7,44.161202183203365,0.47522638988054494,3.0,1.0,2024.0,7.0,2.0,0.0,55.0
2024-01-03 08:00:00,89.99,16.985315251038127,0.5205209514575075,3.0,1.0,2024.0,8.0,2.0,0.0,56.0
2024-01-03 09:00:00,91.38,0.16985003828967812,0.5392624340862001,3.0,1.0,2024.0,9.0,2.0,0.0,57.0
2024-01-03 10:00:00,80.85,0.04076487716334943,0.5361316882483643,3.0,1.0,2024.0,10.0,2.0,0.0,58.0
2024-01-03 11:00:00,77.72,0.04042255244755245,0.5268826234263736,3.0,1.0,2024.0,11.0,2.0,0.0,59.0
2024-01-03 12:00:00,45.86,0.06386476936866198,0.5006252050711761,3.0,1.0,2024.0,12.0,2.0,0.0,60.0
2024-01-03 13:00:00,49.26,16.986324043614093,0.5018964038123083,3.0,1.0,2024.0,13.0,2.0,0.0,61.0
2024-01-03 14:00:00,72.92,44.156616700360544,0.5124400275267141,3.0,1.0,2024.0,14.0,2.0,0.0,62.0
2024-01-03 15:00:00,77.72,44.158218539254634,0.5170170376202761,3.0,1.0,2024.0,15.0,2.0,0.0,63.0
2024-01-03 16:00:00,80.85,81.52941176470587,0.540420538256717,3.0,1.0,2024.0,16.0,2.0,0.0,64.0
2024-01-03 17:00:00,88.32,85.77230769230768,0.5693824479885767,3.0,1.0,2024.0,17.0,2.0,0.0,65.0
2024-01-03 18:00:00,88.12,88.37274202004627,0.5923927359228687,3.0,1.0,2024.0,18.0,2.0,0.0,66.0
2024-01-03 19:00:00,78.13,74.73403303506987,0.5746101589486028,3.0,1.0,2024.0,19.0,2.0,0.0,67.0
2024-01-03 20:00:00,66.85,63.215370934959346,0.556984194542457,3.0,1.0,2024.0,20.0,2.0,0.0,68.0
2024-01-03 21:00:00,77.72,23.777868103723318,0.5344837044554152,3.0,1.0,2024.0,21.0,2.0,0.0,69.0
2024-01-03 22:00:00,74.22,21.399718994421075,0.51811632726205,3.0,1.0,2024.0,22.0,2.0,0.0,70.0
2024-01-03 23:00:00,67.87,3.396896896896897,0.5054746016230849,3.0,1.0,2024.0,23.0,2.0,0.0,71.0
2024-01-04 00:00:00,74.15,18.87463124832386,0.47843283398432696,4.0,1.0,2024.0,0.0,3.0,0.0,72.0
2024-01-04 01:00:00,54.22,16.854421565701777,0.45112711932806876,4.0,1.0,2024.0,1.0,3.0,0.0,73.0
2024-01-04 02:00:00,42.1,1.0112170633872168,0.43908246541199447,4.0,1.0,2024.0,2.0,3.0,0.0,74.0
2024-01-04 03:00:00,39.92,15.167813568624142,0.42772834327824105,4.0,1.0,2024.0,3.0,3.0,0.0,75.0
2024-01-04 04:00:00,42.1,18.876202981633014,0.42624742647555247,4.0,1.0,2024.0,4.0,3.0,0.0,76.0
2024-01-04 05:00:00,48.87,18.87406120042207,0.4295561060401884,4.0,1.0,2024.0,5.0,3.0,0.0,77.0
2024-01-04 06:00:00,75.5,23.59375,0.44282442821054735,4.0,1.0,2024.0,6.0,3.0,0.0,78.0
2024-01-04 07:00:00,72.4,52.58066852886407,0.472779156510379,4.0,1.0,2024.0,7.0,3.0,0.0,79.0
2024-01-04 08:00:00,87.64,55.55027692307692,0.5157884735630122,4.0,1.0,2024.0,8.0,3.0,0.0,80.0
2024-01-04 09:00:00,90.64,74.15665988598033,0.5350217444829412,4.0,1.0,2024.0,9.0,3.0,0.0,81.0
2024-01-04 10:00:00,87.64,68.35946292101124,0.5303188303020531,4.0,1.0,2024.0,10.0,3.0,0.0,82.0
2024-01-04 11:00:00,88.52,80.89306831768369,0.5266719591934714,4.0,1.0,2024.0,11.0,3.0,0.0,83.0
2024-01-04 12:00:00,75.81,66.5402134281903,0.5073234854425616,4.0,1.0,2024.0,12.0,3.0,0.0,84.0
2024-01-04 13:00:00,72.47,73.41345389091212,0.5142281404781066,4.0,1.0,2024.0,13.0,3.0,0.0,85.0
2024-01-04 14:00:00,63.87,84.26121372031662,0.5285537939740891,4.0,1.0,2024.0,14.0,3.0,0.0,86.0
2024-01-04 15:00:00,72.4,87.63460132867165,0.5325145768628651,4.0,1.0,2024.0,15.0,3.0,0.0,87.0
2024-01-04 16:00:00,79.14,90.63311485044783,0.5500176740897844,4.0,1.0,2024.0,16.0,3.0,0.0,88.0
2024-01-04 17:00:00,88.1,91.0110038107773,0.5721726476494778,4.0,1.0,2024.0,17.0,3.0,0.0,89.0
2024-01-04 18:00:00,85.01,87.64265038264801,0.5862617495743783,4.0,1.0,2024.0,18.0,3.0,0.0,90.0
2024-01-04 19:00:00,74.43,70.85683683497811,0.5686644190020776,4.0,1.0,2024.0,19.0,3.0,0.0,91.0
2024-01-04 20:00:00,79.14,70.21180809199319,0.5565168325864951,4.0,1.0,2024.0,20.0,3.0,0.0,92.0
2024-01-04 21:00:00,79.55,65.72987288135593,0.5374354702275072,4.0,1.0,2024.0,21.0,3.0,0.0,93.0
2024-01-04 22:00:00,67.92,57.30223325062035,0.5233696229681767,4.0,1.0,2024.0,22.0,3.0,0.0,94.0
2024-01-04 23:00:00,45.5,57.22931280972452,0.5039235011752035,4.0,1.0,2024.0,23.0,3.0,0.0,95.0
2024-01-05 00:00:00,45.39,80.32408388210284,0.4663192932382575,5.0,1.0,2024.0,0.0,4.0,0.0,96.0
2024-01-05 01:00:00,56.97,75.59368894502911,0.4445420625469874,5.0,1.0,2024.0,1.0,4.0,0.0,97.0
2024-01-05 02:00:00,60.53,73.57716901572769,0.42716097540032394,5.0,1.0,2024.0,2.0,4.0,0.0,98.0
2024-01-05 03:00:00,67.25,73.57186785933929,0.4199714638059675,5.0,1.0,2024.0,3.0,4.0,0.0,99.0
2024-01-05 04:00:00,75.66,70.54843311807502,0.4159696933925153,5.0,1.0,2024.0,4.0,4.0,0.0,100.0
2024-01-05 05:00:00,77.17,23.537690631808278,0.42732836308799527,5.0,1.0,2024.0,5.0,4.0,0.0,101.0
2024-01-05 06:00:00,78.18,36.9883870967742,0.44298432938985466,5.0,1.0,2024.0,6.0,4.0,0.0,102.0
2024-01-05 07:00:00,76.94,43.614835599494754,0.48171253798244057,5.0,1.0,2024.0,7.0,4.0,0.0,103.0
2024-01-05 08:00:00,86.89,89.07535574552729,0.5440701448683072,5.0,1.0,2024.0,8.0,4.0,0.0,104.0
2024-01-05 09:00:00,90.42,90.55551230940871,0.5687304497155857,5.0,1.0,2024.0,9.0,4.0,0.0,105.0
2024-01-05 10:00:00,83.03,80.50097804560973,0.5600372475301905,5.0,1.0,2024.0,10.0,4.0,0.0,106.0
2024-01-05 11:00:00,85.71,80.49813260101999,0.556391742263472,5.0,1.0,2024.0,11.0,4.0,0.0,107.0
2024-01-05 12:00:00,71.42,55.481302165725054,0.532199083335088,5.0,1.0,2024.0,12.0,4.0,0.0,108.0
2024-01-05 13:00:00,67.76,65.57385727047146,0.5371364858952563,5.0,1.0,2024.0,13.0,4.0,0.0,109.0
2024-01-05 14:00:00,82.32,80.50411764705882,0.5487612813295759,5.0,1.0,2024.0,14.0,4.0,0.0,110.0
2024-01-05 15:00:00,80.7,80.49858541077256,0.5547585664503126,5.0,1.0,2024.0,15.0,4.0,0.0,111.0
2024-01-05 16:00:00,88.27,64.29418666666666,0.5712586303317251,5.0,1.0,2024.0,16.0,4.0,0.0,112.0
2024-01-05 17:00:00,90.79,87.42740740740742,0.5881619778222789,5.0,1.0,2024.0,17.0,4.0,0.0,113.0
2024-01-05 18:00:00,90.79,90.42011481481482,0.5945975649584704,5.0,1.0,2024.0,18.0,4.0,0.0,114.0
2024-01-05 19:00:00,90.42,90.42,0.5811987305418556,5.0,1.0,2024.0,19.0,4.0,0.0,115.0
2024-01-05 20:00:00,89.07,89.10362400906003,0.5712441743157057,5.0,1.0,2024.0,20.0,4.0,0.0,116.0
2024-01-05 21:00:00,82.45,88.90611745513866,0.5602317713253913,5.0,1.0,2024.0,21.0,4.0,0.0,117.0
2024-01-05 22:00:00,77.14,52.15502112022179,0.544696295691371,5.0,1.0,2024.0,22.0,4.0,0.0,118.0
2024-01-05 23:00:00,76.94,23.539232783073498,0.5141796713383207,5.0,1.0,2024.0,23.0,4.0,0.0,119.0
2024-01-06 00:00:00,77.16,36.243346405228756,0.4836478325874156,6.0,1.0,2024.0,0.0,5.0,0.0,120.0
2024-01-06 01:00:00,75.57,54.0717857285842,0.466080295350488,6.0,1.0,2024.0,1.0,5.0,0.0,121.0
2024-01-06 02:00:00,77.17,41.991773826743106,0.4467907778009775,6.0,1.0,2024.0,2.0,5.0,0.0,122.0
2024-01-06 03:00:00,72.28,39.816564805253996,0.44216765570263544,6.0,1.0,2024.0,3.0,5.0,0.0,123.0
2024-01-06 04:00:00,67.74,41.98804228287841,0.4402106618874339,6.0,1.0,2024.0,4.0,5.0,0.0,124.0
2024-01-06 05:00:00,68.89,48.750517862371886,0.4390433421052014,6.0,1.0,2024.0,5.0,5.0,0.0,125.0
2024-01-06 06:00:00,75.31,76.99137049718973,0.45141053471943304,6.0,1.0,2024.0,6.0,5.0,0.0,126.0
2024-01-06 07:00:00,80.69,72.21724909479542,0.4837414443410894,6.0,1.0,2024.0,7.0,5.0,0.0,127.0
2024-01-06 08:00:00,90.77,90.53500655555557,0.544032188161382,6.0,1.0,2024.0,8.0,5.0,0.0,128.0
2024-01-06 09:00:00,90.77,90.56828888888889,0.5688958242850035,6.0,1.0,2024.0,9.0,5.0,0.0,129.0
2024-01-06 10:00:00,80.01,90.53400441176471,0.5612251272196854,6.0,1.0,2024.0,10.0,5.0,0.0,130.0
2024-01-06 11:00:00,50.43,90.57227999999999,0.5577483919317765,6.0,1.0,2024.0,11.0,5.0,0.0,131.0
2024-01-06 12:00:00,32.95,89.09948979591837,0.5260918361728967,6.0,1.0,2024.0,12.0,5.0,0.0,132.0
2024-01-06 13:00:00,40.5,89.05938703679107,0.5240312281810957,6.0,1.0,2024.0,13.0,5.0,0.0,133.0
2024-01-06 14:00:00,45.39,87.41808909695627,0.5438911119149993,6.0,1.0,2024.0,14.0,5.0,0.0,134.0
2024-01-06 15:00:00,45.39,87.41842532166905,0.5429541189490064,6.0,1.0,2024.0,15.0,5.0,0.0,135.0
2024-01-06 16:00:00,55.27,89.06273495954743,0.5590143144494463,6.0,1.0,2024.0,16.0,5.0,0.0,136.0
2024-01-06 17:00:00,87.41,90.03299256148124,0.581825158528114,6.0,1.0,2024.0,17.0,5.0,0.0,137.0
2024-01-06 18:00:00,87.46,87.34434774586383,0.5899175760406554,6.0,1.0,2024.0,18.0,5.0,0.0,138.0
2024-01-06 19:00:00,81.53,74.23496810296126,0.5739051393873424,6.0,1.0,2024.0,19.0,5.0,0.0,139.0
2024-01-06 20:00:00,78.16,78.93319569892472,0.5648257170724762,6.0,1.0,2024.0,20.0,5.0,0.0,140.0
2024-01-06 21:00:00,75.31,79.34481850365404,0.5547704870715192,6.0,1.0,2024.0,21.0,5.0,0.0,141.0
2024-01-06 22:00:00,40.5,67.7448677187186,0.5361934168776661,6.0,1.0,2024.0,22.0,5.0,0.0,142.0
2024-01-06 23:00:00,8.41,45.411847126114964,0.5180169459425792,6.0,1.0,2024.0,23.0,5.0,0.0,143.0
2024-01-07 00:00:00,45.34,28.547494481399728,0.5048045185778756,7.0,1.0,2024.0,0.0,6.0,0.0,144.0
2024-01-07 01:00:00,40.31,26.873557279644,0.48366876295620986,7.0,1.0,2024.0,1.0,6.0,0.0,145.0
2024-01-07 02:00:00,38.45,23.514148676865013,0.46406150884302755,7.0,1.0,2024.0,2.0,6.0,0.0,146.0
2024-01-07 03:00:00,16.79,23.506,0.452644367429087,7.0,1.0,2024.0,3.0,6.0,0.0,147.0
2024-01-07 04:00:00,15.02,23.517569955487957,0.44502082255905245,7.0,1.0,2024.0,4.0,6.0,0.0,148.0
2024-01-07 05:00:00,9.24,23.52085530382923,0.4454181486201191,7.0,1.0,2024.0,5.0,6.0,0.0,149.0
2024-01-07 06:00:00,24.92,47.38894055175946,0.45462874064958253,7.0,1.0,2024.0,6.0,6.0,0.0,150.0
2024-01-07 07:00:00,19.04,37.30831231591386,0.4726647052958038,7.0,1.0,2024.0,7.0,6.0,0.0,151.0
2024-01-07 08:00:00,38.45,63.421018145601636,0.5088977198280638,7.0,1.0,2024.0,8.0,6.0,0.0,152.0
2024-01-07 09:00:00,9.24,90.485136,0.5335765770599703,7.0,1.0,2024.0,9.0,6.0,0.0,153.0
2024-01-07 10:00:00,3.86,62.12381532040691,0.5452610024960219,7.0,1.0,2024.0,10.0,6.0,0.0,154.0
2024-01-07 11:00:00,3.72,85.54154262516914,0.5427333761377087,7.0,1.0,2024.0,11.0,6.0,0.0,155.0
2024-01-07 12:00:00,3.43,55.377762566008215,0.5230681781754736,7.0,1.0,2024.0,12.0,6.0,0.0,156.0
2024-01-07 13:00:00,3.73,18.819713487701595,0.5247795802679328,7.0,1.0,2024.0,13.0,6.0,0.0,157.0
2024-01-07 14:00:00,9.24,40.32146623513582,0.5366850138533874,7.0,1.0,2024.0,14.0,6.0,0.0,158.0
2024-01-07 15:00:00,31.75,37.32132465746178,0.5414993370694652,7.0,1.0,2024.0,15.0,6.0,0.0,159.0
2024-01-07 16:00:00,38.45,43.870299832261665,0.5486405958506481,7.0,1.0,2024.0,16.0,6.0,0.0,160.0
2024-01-07 17:00:00,58.62,63.82108230763941,0.560869751088205,7.0,1.0,2024.0,17.0,6.0,0.0,161.0
2024-01-07 18:00:00,66.78,70.54225352112675,0.5724688207546834,7.0,1.0,2024.0,18.0,6.0,0.0,162.0
2024-01-07 19:00:00,48.7,70.53152090704074,0.5568593015573061,7.0,1.0,2024.0,19.0,6.0,0.0,163.0
2024-01-07 20:00:00,50.38,70.532,0.5403068508864761,7.0,1.0,2024.0,20.0,6.0,0.0,164.0
2024-01-07 21:00:00,50.86,62.172672038039885,0.5227713392572493,7.0,1.0,2024.0,21.0,6.0,0.0,165.0
2024-01-07 22:00:00,3.91,60.23683211678832,0.5003386413667861,7.0,1.0,2024.0,22.0,6.0,0.0,166.0
2024-01-07 23:00:00,4.37,62.22686360489268,0.48118377172333804,7.0,1.0,2024.0,23.0,6.0,0.0,167.0
2024-01-08 00:00:00,9.24,58.8336,0.47038126558408083,8.0,1.0,2024.0,0.0,0.0,0.0,0.0
2024-01-08 01:00:00,4.37,60.51234710362335,0.4394859697596402,8.0,1.0,2024.0,1.0,0.0,0.0,1.0
2024-01-08 02:00:00,3.86,77.03621598121903,0.42114807727491876,8.0,1.0,2024.0,2.0,0.0,0.0,2.0
2024-01-08 03:00:00,3.72,72.14437669132239,0.4113948815818317,8.0,1.0,2024.0,3.0,0.0,0.0,3.0
2024-01-08 04:00:00,3.72,54.226231282698905,0.40270187324306916,8.0,1.0,2024.0,4.0,0.0,0.0,4.0
2024-01-08 05:00:00,3.86,68.60730434782609,0.4005048346220932,8.0,1.0,2024.0,5.0,0.0,0.0,5.0
2024-01-08 06:00:00,9.24,75.263328,0.4099248908074253,8.0,1.0,2024.0,6.0,0.0,0.0,6.0
2024-01-08 07:00:00,33.59,63.8213359,0.4054163044230129,8.0,1.0,2024.0,7.0,0.0,0.0,7.0
2024-01-08 08:00:00,83.97,70.5348,0.3979471138496679,8.0,1.0,2024.0,8.0,0.0,0.0,8.0
2024-01-08 09:00:00,84.81,70.53504950495049,0.410630915767743,8.0,1.0,2024.0,9.0,0.0,0.0,9.0
2024-01-08 10:00:00,54.25,21.162669737893115,0.4293082744211573,8.0,1.0,2024.0,10.0,0.0,0.0,10.0
2024-01-08 11:00:00,70.13,18.808722180449323,0.4298982342126617,8.0,1.0,2024.0,11.0,0.0,0.0,11.0
2024-01-08 12:00:00,38.21,0.04030484428153265,0.4232458491522582,8.0,1.0,2024.0,12.0,0.0,0.0,12.0
2024-01-08 13:00:00,45.35,0.03359284142845503,0.41488062005922755,8.0,1.0,2024.0,13.0,0.0,0.0,13.0
2024-01-08 14:00:00,73.09,0.04030698529411765,0.4225406507560148,8.0,1.0,2024.0,14.0,0.0,0.0,14.0
2024-01-08 15:00:00,75.24,8.061464560109645,0.43496909134182227,8.0,1.0,2024.0,15.0,0.0,0.0,15.0
2024-01-08 16:00:00,75.24,21.161344470287816,0.45993669827081957,8.0,1.0,2024.0,16.0,0.0,0.0,16.0
2024-01-08 17:00:00,88.98,60.462061155152895,0.49274520956541795,8.0,1.0,2024.0,17.0,0.0,0.0,17.0
2024-01-08 18:00:00,88.98,67.1798143457367,0.5218580602212832,8.0,1.0,2024.0,18.0,0.0,0.0,18.0
2024-01-08 19:00:00,88.17,64.65766411428571,0.508478706786115,8.0,1.0,2024.0,19.0,0.0,0.0,19.0
2024-01-08 20:00:00,83.64,21.833734939759037,0.48469846372246295,8.0,1.0,2024.0,20.0,0.0,0.0,20.0
2024-01-08 21:00:00,81.45,20.99226804123711,0.46663848808326946,8.0,1.0,2024.0,21.0,0.0,0.0,21.0
2024-01-08 22:00:00,75.24,16.794642857142854,0.44585375754573864,8.0,1.0,2024.0,22.0,0.0,0.0,22.0
2024-01-08 23:00:00,70.44,8.397726553111946,0.4401382060199065,8.0,1.0,2024.0,23.0,0.0,0.0,23.0
2024-01-09 00:00:00,82.63,45.344908353285994,0.4557788981807768,9.0,1.0,2024.0,0.0,1.0,0.0,24.0
2024-01-09 01:00:00,70.81,23.513757115749527,0.4278717282185182,9.0,1.0,2024.0,1.0,1.0,0.0,25.0
2024-01-09 02:00:00,47.02,25.008930428571432,0.4135634685699293,9.0,1.0,2024.0,2.0,1.0,0.0,26.0
2024-01-09 03:00:00,45.35,16.796420714227512,0.4074314054251133,9.0,1.0,2024.0,3.0,1.0,0.0,27.0
2024-01-09 04:00:00,45.34,25.090856012681673,0.40733575131604904,9.0,1.0,2024.0,4.0,1.0,0.0,28.0
2024-01-09 05:00:00,45.34,0.3358568275085557,0.4110788698201561,9.0,1.0,2024.0,5.0,1.0,0.0,29.0
2024-01-09 06:00:00,45.35,36.683046911458604,0.42859621173830575,9.0,1.0,2024.0,6.0,1.0,0.0,30.0
2024-01-09 07:00:00,63.82,32.48051420781996,0.46719471785285804,9.0,1.0,2024.0,7.0,1.0,0.0,31.0
2024-01-09 08:00:00,83.97,38.44598622394491,0.5411247705559772,9.0,1.0,2024.0,8.0,1.0,0.0,32.0
2024-01-09 09:00:00,90.32,20.992934176273707,0.5716592196317305,9.0,1.0,2024.0,9.0,1.0,0.0,33.0
2024-01-09 10:00:00,88.94,41.98467516871287,0.5609781570378902,9.0,1.0,2024.0,10.0,1.0,0.0,34.0
2024-01-09 11:00:00,90.32,33.25280773521755,0.5544451535077857,9.0,1.0,2024.0,11.0,1.0,0.0,35.0
2024-01-09 12:00:00,74.5,33.25308049179663,0.5205010495626906,9.0,1.0,2024.0,12.0,1.0,0.0,36.0
2024-01-09 13:00:00,75.58,57.10514268952307,0.5117080294713988,9.0,1.0,2024.0,13.0,1.0,0.0,37.0
2024-01-09 14:00:00,83.94,57.10214821069143,0.5269287560872623,9.0,1.0,2024.0,14.0,1.0,0.0,38.0
2024-01-09 15:00:00,80.77,57.099885517292996,0.5344624774353661,9.0,1.0,2024.0,15.0,1.0,0.0,39.0
2024-01-09 16:00:00,87.3,65.029934590227,0.5588797063913065,9.0,1.0,2024.0,16.0,1.0,0.0,40.0
2024-01-09 17:00:00,85.65,70.37272705882353,0.5869598527352909,9.0,1.0,2024.0,17.0,1.0,0.0,41.0
2024-01-09 18:00:00,83.54,66.7720797835343,0.6028804223416833,9.0,1.0,2024.0,18.0,1.0,0.0,42.0
2024-01-09 19:00:00,63.65,58.77965767629381,0.5897368618283491,9.0,1.0,2024.0,19.0,1.0,0.0,43.0
2024-01-09 20:00:00,67.68,50.886207871999375,0.5783641543766803,9.0,1.0,2024.0,20.0,1.0,0.0,44.0
2024-01-09 21:00:00,67.68,57.099751861042186,0.5655128861422692,9.0,1.0,2024.0,21.0,1.0,0.0,45.0
2024-01-09 22:00:00,52.93,3.911274018326268,0.546716325913605,9.0,1.0,2024.0,22.0,1.0,0.0,46.0
2024-01-09 23:00:00,41.99,4.366659013272106,0.525635675727753,9.0,1.0,2024.0,23.0,1.0,0.0,47.0
2024-01-10 00:00:00,45.25,0.0703899317026919,0.4629945867482827,10.0,1.0,2024.0,0.0,2.0,0.0,48.0
2024-01-10 01:00:00,52.82,0.07038689248615068,0.435907444427911,10.0,1.0,2024.0,1.0,2.0,0.0,49.0
2024-01-10 02:00:00,45.25,0.06368518518518518,0.4209032698145669,10.0,1.0,2024.0,2.0,2.0,0.0,50.0
2024-01-10 03:00:00,45.25,0.05363042415443192,0.41183228889476003,10.0,1.0,2024.0,3.0,2.0,0.0,51.0
2024-01-10 04:00:00,39.88,0.05362827990788524,0.4088543675016028,10.0,1.0,2024.0,4.0,2.0,0.0,52.0
